BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
556	-7.5621	-7.55293	0.000305542
557	-7.54196	-7.55291	0.000305627
558	-7.54947	-7.5529	0.000305141
559	-7.57027	-7.55293	0.000306173
560	-7.54284	-7.55292	0.000306156
561	-7.55698	-7.55292	0.000305696
562	-7.53511	-7.55289	0.000306791
563	-7.55237	-7.55289	0.000306248
564	-7.56153	-7.55291	0.000306088
565	-7.5461	-7.55289	0.000305783
566	-7.54367	-7.55288	0.000305677
567	-7.56637	-7.5529	0.000306063
568	-7.55542	-7.55291	0.000305556
569	-7.54741	-7.5529	0.000305172
570	-7.54653	-7.55288	0.000304841
571	-7.56724	-7.55291	0.000305342
572	-7.54799	-7.5529	0.000304929
573	-7.56017	-7.55291	0.000304661
574	-7.54584	-7.5529	0.000304379
575	-7.55021	-7.5529	0.000303886
576	-7.55983	-7.55291	0.000303596
577	-7.56	-7.55292	0.000303319
578	-7.55292	-7.55292	0.000302794
579	-7.55495	-7.55292	0.000302291
580	-7.54967	-7.55292	0.000301822
581	-7.55596	-7.55292	0.000301348
582	-7.53812	-7.5529	0.000301902
583	-7.56305	-7.55292	0.000301885
584	-7.55938	-7.55293	0.000301571
585	-7.53773	-7.5529	0.000302173
586	-7.55995	-7.55291	0.000301896
587	-7.55884	-7.55292	0.000301551
588	-7.54676	-7.55291	0.00030122
589	-7.56205	-7.55293	0.000301107
590	-7.55264	-7.55293	0.000300597
591	-7.55485	-7.55293	0.000300106
592	-7.54951	-7.55293	0.000299655
593	-7.55747	-7.55293	0.000299248
594	-7.55061	-7.55293	0.00029877
595	-7.54282	-7.55291	0.00029875
596	-7.55577	-7.55292	0.000298288
597	-7.55216	-7.55292	0.000297791
598	-7.56164	-7.55293	0.00029765
599	-7.55408	-7.55293	0.000297159
600	-7.5534	-7.55293	0.000296665
601	-7.55404	-7.55294	0.000296177
602	-7.55692	-7.55294	0.000295759
603	-7.56196	-7.55296	0.000295647
604	-7.5389	-7.55293	0.000296072
605	-7.56648	-7.55296	0.000296428
606	-7.54254	-7.55294	0.000296437
607	-7.56978	-7.55297	0.000297244
608	-7.53654	-7.55294	0.000297981
609	-7.54859	-7.55293	0.000297577
610	-7.55335	-7.55293	0.00029709
611	-7.54647	-7.55292	0.000296792
612	-7.56888	-7.55295	0.00029745
613	-7.52789	-7.55291	0.000299761
614	-7.55083	-7.5529	0.000299292
615	-7.56578	-7.55293	0.000299537
616	-7.54514	-7.55291	0.000299317
617	-7.55897	-7.55292	0.000298993
618	-7.54882	-7.55292	0.000298583
619	-7.56492	-7.55293	0.00029873
620	-7.54692	-7.55293	0.000298405
621	-7.54777	-7.55292	0.00029804
622	-7.54999	-7.55291	0.000297598
623	-7.55243	-7.55291	0.000297122
624	-7.53821	-7.55289	0.000297577
625	-7.56345	-7.5529	0.000297581
626	-7.55034	-7.5529	0.000297134
627	-7.55804	-7.55291	0.000296773
628	-7.54541	-7.5529	0.00029654
629	-7.55987	-7.55291	0.000296276
630	-7.55599	-7.55291	0.000295846
631	-7.54789	-7.55291	0.000295484
632	-7.55456	-7.55291	0.000295028
633	-7.55388	-7.55291	0.000294566
634	-7.55929	-7.55292	0.000294273
635	-7.5447	-7.55291	0.000294094
636	-7.55956	-7.55292	0.000293818
637	-7.53736	-7.55289	0.000294369
638	-7.54865	-7.55289	0.000293983
639	-7.54807	-7.55288	0.00029362
640	-7.56237	-7.55289	0.000293535
641	-7.55047	-7.55289	0.000293102
642	-7.55267	-7.55289	0.000292645
643	-7.54851	-7.55288	0.000292269
644	-7.55834	-7.55289	0.000291938
645	-7.54891	-7.55288	0.000291551
646	-7.55149	-7.55288	0.000291107
647	-7.5501	-7.55288	0.000290689
648	-7.56732	-7.5529	0.000291094
649	-7.54128	-7.55288	0.000291195
650	-7.55645	-7.55289	0.000290798
651	-7.55344	-7.55289	0.000290353
652	-7.537	-7.55286	0.000290928
653	-7.56437	-7.55288	0.000291016
654	-7.55329	-7.55288	0.000290571
655	-7.56324	-7.5529	0.000290558
656	-7.54822	-7.55289	0.000290202
657	-7.56506	-7.55291	0.000290351
658	-7.55771	-7.55292	0.000290001
659	-7.54745	-7.55291	0.00028968
660	-7.56136	-7.55292	0.000289524
661	-7.54835	-7.55291	0.000289169
662	-7.56624	-7.55293	0.000289432
663	-7.54995	-7.55293	0.00028903
664	-7.55206	-7.55293	0.000288598
665	-7.54805	-7.55292	0.000288257
666	-7.54836	-7.55291	0.000287906
667	-7.55663	-7.55292	0.000287528
668	-7.55539	-7.55292	0.000287121
669	-7.55406	-7.55293	0.000286697
670	-7.55244	-7.55292	0.00028627
671	-7.54934	-7.55292	0.000285893
672	-7.55479	-7.55292	0.000285482
673	-7.54297	-7.55291	0.00028544
674	-7.56449	-7.55292	0.000285534
675	-7.55262	-7.55292	0.000285111
676	-7.55274	-7.55292	0.000284689
677	-7.55792	-7.55293	0.000284364
678	-7.56363	-7.55295	0.000284382
679	-7.53759	-7.55292	0.000284862
680	-7.55928	-7.55293	0.000284596
681	-7.55629	-7.55294	0.000284221
682	-7.5422	-7.55292	0.00028424
683	-7.56054	-7.55293	0.000284042
684	-7.55326	-7.55293	0.000283627
685	-7.55107	-7.55293	0.000283226
686	-7.54646	-7.55292	0.00028297
687	-7.56319	-7.55294	0.000282953
688	-7.545	-7.55293	0.000282777
689	-7.55769	-7.55293	0.000282451
690	-7.55902	-7.55294	0.000282179
691	-7.55735	-7.55295	0.000281843
692	-7.55403	-7.55295	0.00028144
